"client_id","age","region","prefere_produit_local"
1544,5,"Urban - High Density",NA
1545,54,"Urban - High Density",FALSE
1546,54,"Rural",TRUE
1547,78,"Urban - High Density",TRUE
1548,52,"Rural",TRUE
1549,57,"Urban - High Density",TRUE
1550,74,"Urban - Medium Density",FALSE
1551,63,"Urban - High Density",TRUE
1552,46,"Rural",FALSE
1553,74,"Urban - Medium Density",TRUE
1554,68,"Urban - Medium Density",FALSE
1555,62,"Urban - Medium Density",TRUE
1556,29,"Unknown",FALSE
1557,48,"Urban - Medium Density",FALSE
1558,52,"Rural",FALSE
1559,27,"Urban - Medium Density",FALSE
1560,37,"Urban - High Density",FALSE
1561,38,"Rural",TRUE
1562,35,"Urban - Medium Density",TRUE
1563,25,"Urban - High Density",TRUE
1564,24,"Urban - High Density",FALSE
1565,42,"Urban - High Density",TRUE
1566,32,"Urban - High Density",FALSE
1567,78,"Urban - Medium Density",TRUE
1568,48,"Urban - High Density",TRUE
1569,58,"Urban - Medium Density",TRUE
1570,38,"Urban - High Density",TRUE
1571,55,"Urban - High Density",FALSE
1572,32,"Urban - High Density",FALSE
1573,66,"Rural",TRUE
1574,38,"Urban - Medium Density",TRUE
1575,31,"Rural",FALSE
1576,27,"Urban - High Density",FALSE
1577,69,"Urban - Medium Density",TRUE
1578,18,"Urban - High Density",TRUE
1579,22,"Urban - Medium Density",TRUE
1580,18,"Rural",FALSE
1581,68,"Urban - High Density",FALSE
1582,35,"Urban - High Density",TRUE
1583,34,"Urban - High Density",TRUE
1584,76,"Rural",TRUE
1585,19,"Urban - Medium Density",TRUE
1586,41,"Urban - High Density",NA
1587,23,"Rural",TRUE
1588,64,"Urban - High Density",TRUE
1589,73,"Urban - High Density",FALSE
1590,30,"Urban - High Density",TRUE
1591,28,"Urban - High Density",TRUE
1592,76,"Urban - Medium Density",FALSE
1593,46,"",TRUE
1594,58,"Rural",TRUE
1595,20,"Urban - Medium Density",FALSE
1596,39,"Urban - Medium Density",TRUE
1597,51,"Urban - High Density",TRUE
1598,74,"",FALSE
1599,53,"Rural",TRUE
1600,76,"Unknown",TRUE
1601,34,"Urban - Medium Density",FALSE
1602,27,"Urban - Medium Density",TRUE
1603,48,"Urban - Medium Density",TRUE
1604,46,"Urban - Medium Density",FALSE
1605,51,"Urban - Medium Density",TRUE
1606,30,"Urban - Medium Density",TRUE
1607,43,"Urban - High Density",NA
1608,23,"Urban - High Density",TRUE
1609,61,"Urban - Medium Density",TRUE
1610,75,"Urban - Medium Density",FALSE
1611,57,"Urban - Medium Density",TRUE
1612,58,"Unknown",FALSE
1613,78,"Urban - High Density",TRUE
1614,55,"Urban - High Density",TRUE
1615,61,"Urban - High Density",TRUE
1616,35,"Urban - High Density",FALSE
1617,22,"Urban - High Density",FALSE
1618,68,"Urban - High Density",TRUE
1619,26,"Urban - Medium Density",TRUE
1620,64,"Urban - High Density",FALSE
1621,120,"Urban - High Density",FALSE
1622,44,"Urban - High Density",TRUE
1623,52,"Urban - Medium Density",FALSE
1624,45,"Urban - High Density",TRUE
1625,67,"Urban - High Density",FALSE
1626,21,"Urban - High Density",FALSE
1627,78,"Urban - High Density",FALSE
1628,70,"Urban - Medium Density",TRUE
1629,50,"Unknown",TRUE
1630,42,"Urban - Medium Density",FALSE
1631,56,"Urban - Medium Density",TRUE
1632,75,"Urban - Medium Density",FALSE
1633,47,"Urban - High Density",FALSE
1634,75,"Urban - Medium Density",TRUE
1635,19,"Urban - High Density",TRUE
1636,66,"Urban - High Density",TRUE
1637,55,"Urban - Medium Density",FALSE
1638,53,"Rural",TRUE
1639,49,"Urban - High Density",TRUE
1640,33,"Urban - Medium Density",FALSE
1641,50,"Urban - Medium Density",FALSE
1642,45,"Rural",FALSE
1643,18,"Urban - High Density",TRUE
1644,47,"Urban - High Density",NA
1645,45,"Urban - High Density",TRUE
1646,40,"Urban - High Density",TRUE
1647,59,"Urban - Medium Density",FALSE
1648,34,"Rural",FALSE
1649,59,"Urban - Medium Density",TRUE
1650,33,"Urban - High Density",FALSE
1651,66,"Rural",FALSE
1652,62,"Urban - High Density",FALSE
1653,62,"Urban - High Density",TRUE
1654,18,"Rural",TRUE
1655,63,"Urban - High Density",FALSE
1656,70,"Urban - High Density",FALSE
1657,59,"Urban - High Density",TRUE
1658,46,"Urban - High Density",FALSE
1659,62,"Urban - High Density",TRUE
1660,67,"Urban - Medium Density",FALSE
1661,76,"Rural",TRUE
1662,35,"Urban - High Density",TRUE
1663,66,"Urban - High Density",FALSE
1664,71,"Urban - High Density",TRUE
1665,59,"Urban - High Density",TRUE
1666,59,"Urban - Medium Density",FALSE
1667,73,"Urban - High Density",FALSE
1668,49,"Urban - Medium Density",FALSE
1669,22,"Urban - High Density",FALSE
1670,32,"Urban - High Density",TRUE
1671,55,"Rural",TRUE
1672,68,"Urban - High Density",FALSE
1673,52,"",FALSE
1674,30,"Urban - Medium Density",FALSE
1675,60,"Urban - High Density",FALSE
1676,64,"Urban - Medium Density",FALSE
1677,36,"Urban - High Density",FALSE
1678,45,"Urban - High Density",TRUE
1679,51,"Urban - Medium Density",FALSE
1680,69,"Urban - High Density",FALSE
1681,27,"",TRUE
1682,42,"Urban - High Density",TRUE
1683,34,"Urban - High Density",FALSE
1684,49,"Urban - High Density",TRUE
1685,39,"Urban - High Density",FALSE
1686,51,"Urban - High Density",TRUE
1687,42,"Urban - High Density",TRUE
1688,55,"Urban - High Density",FALSE
1689,64,"Urban - High Density",TRUE
1690,77,"Urban - High Density",TRUE
1691,37,"Urban - High Density",NA
1692,39,"Urban - Medium Density",TRUE
1693,52,"Urban - High Density",TRUE
1694,51,"Urban - High Density",TRUE
1695,60,"Unknown",FALSE
1696,74,"Urban - High Density",TRUE
1697,63,"Urban - Medium Density",TRUE
1698,19,"Rural",TRUE
1699,78,"",FALSE
1700,31,"Urban - Medium Density",TRUE
1701,77,"Urban - Medium Density",TRUE
1702,38,"Urban - High Density",TRUE
1703,47,"Urban - High Density",FALSE
1704,38,"Urban - High Density",TRUE
1705,69,"Urban - High Density",TRUE
1706,73,"Urban - High Density",TRUE
1707,31,"Urban - Medium Density",TRUE
1708,59,"Urban - High Density",TRUE
1709,25,"Urban - High Density",FALSE
1710,74,"Urban - High Density",TRUE
1711,23,"Urban - Medium Density",TRUE
1712,78,"Rural",TRUE
1713,35,"Urban - Medium Density",TRUE
1714,33,"Urban - Medium Density",TRUE
1715,53,"Urban - Medium Density",FALSE
1716,46,"Urban - Medium Density",FALSE
1717,49,"Urban - High Density",NA
1718,64,"Urban - High Density",FALSE
1719,74,"Urban - High Density",NA
1720,43,"Urban - High Density",TRUE
1721,65,"Urban - High Density",TRUE
1722,43,"Urban - High Density",FALSE
1723,59,"Urban - Medium Density",TRUE
1724,22,"Urban - Medium Density",TRUE
1725,61,"Rural",FALSE
1726,47,"Urban - Medium Density",TRUE
1727,73,"Urban - High Density",FALSE
1728,34,"Rural",TRUE
1729,23,"Urban - Medium Density",FALSE
1730,56,"Urban - High Density",TRUE
1731,57,"",FALSE
1732,54,"Urban - High Density",TRUE
1733,38,"Unknown",FALSE
1734,42,"Urban - High Density",FALSE
1735,19,"Urban - High Density",FALSE
1736,49,"Rural",FALSE
1737,41,"Urban - Medium Density",FALSE
1738,62,"Urban - Medium Density",TRUE
1739,79,"Urban - High Density",FALSE
1740,80,"Urban - Medium Density",TRUE
1741,32,"Urban - Medium Density",FALSE
1742,58,"Urban - High Density",TRUE
1743,51,"Urban - High Density",TRUE
1744,53,"Urban - Medium Density",TRUE
1745,75,"Urban - Medium Density",TRUE
1746,32,"Urban - High Density",TRUE
1747,79,"Urban - High Density",TRUE
1748,74,"Urban - Medium Density",TRUE
1749,41,"Rural",TRUE
1750,47,"Urban - High Density",TRUE
1751,44,"Urban - High Density",FALSE
1752,36,"Rural",TRUE
1753,63,"Urban - High Density",TRUE
1754,52,"Urban - Medium Density",TRUE
1755,26,"Urban - High Density",TRUE
1756,73,"Urban - Medium Density",TRUE
1757,26,"Urban - Medium Density",TRUE
1758,37,"Unknown",FALSE
1759,32,"Rural",FALSE
1760,49,"Urban - Medium Density",TRUE
1761,50,"Urban - High Density",TRUE
1762,19,"Urban - High Density",TRUE
1763,56,"",FALSE
1764,56,"Urban - High Density",TRUE
1765,57,"Urban - High Density",TRUE
1766,31,"Urban - High Density",FALSE
1767,28,"Urban - Medium Density",NA
1768,39,"Urban - High Density",TRUE
1769,62,"Urban - High Density",FALSE
1770,19,"Urban - High Density",TRUE
1771,25,"Urban - High Density",FALSE
1772,52,"Urban - High Density",FALSE
1773,33,"Urban - Medium Density",FALSE
1774,37,"Urban - Medium Density",TRUE
1775,34,"Urban - Medium Density",TRUE
1776,65,"Urban - High Density",FALSE
1777,53,"Urban - Medium Density",TRUE
1778,55,"Urban - Medium Density",FALSE
1779,22,"Urban - High Density",FALSE
1780,51,"Urban - High Density",FALSE
1781,27,"Urban - High Density",TRUE
1782,25,"Urban - High Density",TRUE
1783,75,"Urban - High Density",TRUE
1784,25,"Urban - Medium Density",FALSE
1785,59,"Urban - High Density",TRUE
1786,76,"Rural",TRUE
1787,69,"Urban - Medium Density",FALSE
1788,48,"Urban - High Density",TRUE
1789,36,"Urban - Medium Density",TRUE
1790,34,"Urban - High Density",FALSE
1791,60,"Urban - High Density",FALSE
1792,21,"Urban - Medium Density",FALSE
1793,51,"Urban - High Density",TRUE
1794,19,"Urban - Medium Density",FALSE
1795,53,"Urban - High Density",FALSE
1796,54,"Urban - Medium Density",TRUE
1797,28,"Urban - Medium Density",TRUE
1798,78,"Rural",TRUE
1799,39,"Rural",TRUE
1800,45,"Unknown",NA
1801,27,"Urban - High Density",TRUE
1802,56,"Urban - High Density",TRUE
1803,74,"Urban - High Density",FALSE
1804,59,"Urban - High Density",FALSE
1805,120,"Urban - Medium Density",TRUE
1806,75,"Rural",TRUE
1807,58,"Urban - High Density",TRUE
1808,56,"Urban - Medium Density",TRUE
1809,71,"Urban - High Density",FALSE
1810,80,"Urban - High Density",TRUE
1811,42,"Urban - Medium Density",FALSE
1812,49,"Urban - High Density",TRUE
1813,65,"Urban - Medium Density",FALSE
1814,54,"Urban - Medium Density",TRUE
1815,43,"Rural",FALSE
1816,62,"Urban - High Density",TRUE
1817,44,"Urban - High Density",TRUE
1818,69,"Urban - High Density",FALSE
1819,36,"Rural",FALSE
1820,27,"Urban - High Density",FALSE
1821,51,"Urban - High Density",FALSE
1822,40,"Urban - Medium Density",TRUE
1823,5,"Urban - High Density",TRUE
1824,41,"",TRUE
1825,67,"Urban - High Density",TRUE
1826,79,"Urban - Medium Density",FALSE
1827,29,"Rural",FALSE
1828,63,"Urban - High Density",TRUE
1829,29,"Urban - Medium Density",FALSE
1830,76,"Urban - Medium Density",TRUE
1831,23,"Urban - High Density",TRUE
1832,33,"Rural",TRUE
1833,30,"Urban - High Density",FALSE
1834,70,"Urban - High Density",NA
1835,49,"Rural",TRUE
1836,40,"Urban - High Density",FALSE
1837,73,"Rural",FALSE
1838,5,"Urban - High Density",TRUE
1839,69,"Urban - High Density",FALSE
1840,55,"Urban - High Density",FALSE
1841,33,"Urban - High Density",FALSE
1842,54,"Urban - High Density",TRUE
1843,60,"Rural",TRUE
1844,39,"Urban - High Density",TRUE
1845,59,"Urban - Medium Density",FALSE
1846,58,"Rural",FALSE
1847,19,"Urban - High Density",FALSE
1848,41,"Urban - Medium Density",TRUE
1849,72,"Urban - Medium Density",TRUE
1850,45,"Urban - High Density",FALSE
1851,58,"Urban - High Density",TRUE
1852,71,"Urban - High Density",TRUE
1853,67,"Urban - High Density",FALSE
1854,20,"Urban - Medium Density",TRUE
1855,5,"Urban - Medium Density",TRUE
1856,33,"Urban - High Density",TRUE
1857,21,"Urban - High Density",TRUE
1858,79,"Urban - High Density",TRUE
1859,65,"Urban - High Density",TRUE
1860,57,"Urban - High Density",TRUE
1861,48,"Rural",FALSE
1862,44,"Urban - High Density",NA
1863,77,"Rural",TRUE
1864,21,"Rural",FALSE
1865,74,"Urban - High Density",TRUE
1866,36,"Urban - Medium Density",TRUE
1867,40,"Urban - High Density",FALSE
1868,30,"Urban - Medium Density",FALSE
1869,37,"Urban - Medium Density",TRUE
1870,52,"Rural",TRUE
1871,75,"Rural",FALSE
1872,65,"Rural",FALSE
1873,23,"Urban - High Density",FALSE
1874,51,"Urban - High Density",FALSE
1875,56,"Urban - High Density",FALSE
1876,71,"Urban - Medium Density",TRUE
1877,46,"Urban - Medium Density",FALSE
1878,25,"Urban - Medium Density",FALSE
1879,48,"Urban - High Density",FALSE
1880,26,"Urban - High Density",TRUE
1881,23,"Urban - High Density",TRUE
1882,38,"",FALSE
1883,57,"Urban - Medium Density",FALSE
1884,44,"Urban - Medium Density",FALSE
1885,67,"Urban - High Density",FALSE
1886,66,"Urban - High Density",FALSE
1887,19,"Urban - High Density",FALSE
1888,60,"Urban - Medium Density",TRUE
1889,30,"Urban - High Density",TRUE
1890,50,"Rural",TRUE
1891,65,"Urban - High Density",TRUE
1892,47,"Urban - High Density",TRUE
1893,32,"Urban - High Density",FALSE
1894,78,"Urban - High Density",FALSE
1895,31,"Urban - Medium Density",FALSE
1896,46,"Rural",FALSE
1897,49,"Urban - High Density",TRUE
1898,37,"Urban - Medium Density",FALSE
1899,26,"Urban - High Density",TRUE
1900,120,"Urban - Medium Density",FALSE
1901,44,"Urban - High Density",NA
1902,18,"Urban - High Density",FALSE
1903,19,"Urban - Medium Density",TRUE
1904,77,"Urban - High Density",TRUE
1905,34,"Urban - High Density",FALSE
1906,33,"Urban - High Density",TRUE
1907,29,"Urban - High Density",FALSE
1908,71,"Rural",TRUE
1909,26,"Unknown",NA
1910,76,"Urban - Medium Density",NA
1911,50,"Urban - Medium Density",TRUE
1912,58,"Rural",FALSE
1913,67,"Urban - Medium Density",TRUE
1914,53,"Unknown",TRUE
1915,80,"Urban - Medium Density",NA
1916,41,"Urban - High Density",FALSE
1917,19,"Urban - Medium Density",NA
1918,58,"Urban - High Density",TRUE
1919,61,"Rural",FALSE
1920,45,"Rural",FALSE
1921,27,"Urban - High Density",FALSE
1922,68,"Urban - High Density",FALSE
1923,44,"Urban - Medium Density",FALSE
1924,57,"Urban - Medium Density",TRUE
1925,67,"Unknown",TRUE
1926,22,"Urban - High Density",TRUE
1927,50,"Urban - High Density",FALSE
1928,21,"Rural",TRUE
1929,56,"Rural",TRUE
1930,46,"Urban - Medium Density",TRUE
1931,120,"Urban - High Density",TRUE
1932,60,"Urban - High Density",TRUE
1933,45,"Unknown",FALSE
1934,5,"Urban - Medium Density",FALSE
1935,23,"Urban - High Density",TRUE
1936,77,"Urban - High Density",TRUE
1937,58,"Urban - High Density",FALSE
1938,60,"Urban - Medium Density",TRUE
1939,60,"Rural",FALSE
1940,80,"Urban - High Density",TRUE
1941,24,"Rural",FALSE
1942,46,"Urban - High Density",TRUE
1943,21,"Urban - Medium Density",NA
1944,74,"Urban - Medium Density",FALSE
1945,19,"Urban - Medium Density",TRUE
1946,26,"Urban - Medium Density",TRUE
1947,27,"Urban - Medium Density",FALSE
1948,31,"Urban - Medium Density",TRUE
1949,36,"",FALSE
1950,46,"Rural",TRUE
1951,33,"Urban - High Density",FALSE
1952,49,"Urban - Medium Density",FALSE
1953,33,"Urban - High Density",TRUE
1954,44,"Urban - High Density",FALSE
1955,52,"Urban - High Density",TRUE
1956,78,"Urban - High Density",FALSE
1957,56,"Rural",FALSE
1958,49,"Unknown",FALSE
1959,78,"Urban - High Density",NA
1960,19,"Urban - High Density",FALSE
1961,5,"Urban - High Density",TRUE
1962,47,"Urban - High Density",FALSE
1963,27,"Unknown",TRUE
1964,27,"Urban - Medium Density",NA
1965,26,"Urban - High Density",TRUE
1966,30,"Urban - High Density",TRUE
1967,43,"Unknown",TRUE
1968,77,"Urban - Medium Density",FALSE
1969,74,"Urban - High Density",TRUE
1970,38,"Urban - High Density",TRUE
1971,42,"Rural",TRUE
1972,70,"Rural",FALSE
1973,35,"Urban - Medium Density",NA
1974,50,"Urban - High Density",NA
1975,42,"Urban - High Density",TRUE
1976,20,"Urban - High Density",TRUE
1977,33,"Urban - High Density",FALSE
1978,71,"Urban - Medium Density",TRUE
1979,45,"Rural",NA
1980,52,"Rural",TRUE
1981,55,"Unknown",TRUE
1982,51,"Urban - High Density",TRUE
1983,74,"Urban - High Density",TRUE
1984,32,"Urban - High Density",TRUE
1985,29,"",TRUE
1986,26,"Urban - High Density",TRUE
1987,69,"",FALSE
1988,20,"Urban - Medium Density",TRUE
1989,58,"Urban - High Density",TRUE
1990,27,"Rural",NA
1991,50,"Urban - High Density",TRUE
1992,30,"Rural",TRUE
1993,32,"Urban - High Density",TRUE
1994,80,"Unknown",TRUE
1995,33,"Urban - High Density",TRUE
1996,24,"Urban - High Density",TRUE
1997,26,"Urban - Medium Density",TRUE
1998,35,"Urban - High Density",FALSE
1999,64,"Urban - Medium Density",FALSE
2000,38,"Urban - Medium Density",TRUE
