"transaction_id","client_id","produit_id","quantite","date_achat","paiement_valide","temps_livraison_jours","nom","saison","local","prix_unitaire","montant_total","age","region","prefere_produit_local"
4085,259,9,9,2023-07-24,TRUE,4,"Onion","Unknown",TRUE,5.01,45.09,25,"Urban - High Density",TRUE
4086,1131,5,10,2023-11-03,TRUE,2,"Apricot","Summer",FALSE,10.18,101.8,48,"Rural",TRUE
4087,1434,41,9,2023-01-01,TRUE,7,"Strawberry","Summer",TRUE,4.94,44.46,68,"Rural",TRUE
4088,1303,2,5,2023-10-11,TRUE,-2,"Grape","Unknown",TRUE,10.56,52.8,25,"Urban - High Density",TRUE
4089,882,18,6,2023-03-15,TRUE,3,"Apple","All Seasons",TRUE,14.07,84.42,48,"Urban - High Density",FALSE
4090,466,10,3,2023-08-18,TRUE,2,"Blueberry","Summer",FALSE,4.44,13.32,25,"Urban - Medium Density",FALSE
4091,1822,1,8,2023-12-12,TRUE,2,"Strawberry","Unknown",TRUE,4.42,35.36,40,"Urban - Medium Density",TRUE
4092,523,4,-3,2023-09-12,TRUE,4,"Watermelon","Unknown",TRUE,12.08,-36.24,77,"Urban - High Density",FALSE
4093,497,35,7,2023-06-01,TRUE,6,"Hazelnut","All Seasons",TRUE,6.96,48.72,21,"Urban - Medium Density",TRUE
4094,1457,32,0,2023-01-20,TRUE,1,"Raspberry","All Seasons",TRUE,12.49,0,30,"Urban - Medium Density",FALSE
4095,314,3,3,2023-06-09,NA,6,"Raspberry","Unknown",FALSE,10.26,30.78,53,"Urban - High Density",TRUE
4096,1562,50,9,2023-09-22,TRUE,2,"Sweet Potato","Unknown",FALSE,1.01,9.09,35,"Urban - Medium Density",TRUE
4097,435,19,1,2023-08-24,TRUE,50,"Banana","Winter",TRUE,-0.17,-0.17,76,"Urban - Medium Density",TRUE
4098,1172,47,9,2023-12-14,TRUE,2,"Mango","Summer",FALSE,2.32,20.88,40,"Urban - High Density",TRUE
4099,1678,16,1,2023-04-15,TRUE,2,"Chestnut","Summer",TRUE,3.39,3.39,45,"Urban - High Density",TRUE
4100,1207,15,7,2023-12-04,TRUE,3,"Cabbage","All Seasons",FALSE,3.34,23.38,40,"",FALSE
4101,1634,17,10,2023-08-16,TRUE,1,"Pea","All Seasons",TRUE,-2.07,-20.7,75,"Urban - Medium Density",TRUE
4102,467,23,6,2023-08-15,TRUE,1,"Corn","Winter",FALSE,1.53,9.18,79,"Urban - High Density",TRUE
4103,1102,33,9,2023-05-02,TRUE,6,"Banana","All Seasons",TRUE,13.25,119.25,77,"Urban - High Density",TRUE
4104,32,48,1,2023-04-03,TRUE,50,"Blueberry","Winter",TRUE,0.78,0.78,28,"Unknown",TRUE
4105,1889,43,4,2023-11-24,TRUE,4,"Pear","Unknown",TRUE,4.62,18.48,30,"Urban - High Density",TRUE
4106,1498,33,6,2023-06-06,TRUE,5,"Banana","All Seasons",TRUE,13.25,79.5,33,"Urban - Medium Density",FALSE
4107,646,29,0,2023-11-26,TRUE,2,"Orange","Summer",FALSE,9.07,0,45,"Urban - Medium Density",TRUE
4108,999,15,0,2023-09-22,TRUE,50,"Cabbage","All Seasons",FALSE,3.34,0,42,"Urban - High Density",FALSE
4109,243,40,7,2023-11-09,TRUE,7,"Orange","Winter",FALSE,3.87,27.09,43,"Urban - High Density",FALSE
4110,537,13,7,2023-06-23,TRUE,7,"Cucumber","All Seasons",NA,8.17,57.19,49,"Urban - High Density",FALSE
4111,1816,48,3,2023-10-16,TRUE,5,"Blueberry","Winter",TRUE,0.78,2.34,62,"Urban - High Density",TRUE
4112,1089,26,0,2023-11-11,NA,-2,"Mango","Summer",TRUE,-1.79,0,75,"Urban - High Density",TRUE
4113,1757,26,9,2023-01-01,TRUE,7,"Mango","Summer",TRUE,-1.79,-16.11,26,"Urban - Medium Density",TRUE
4114,424,14,5,2023-09-13,TRUE,1,"Fig","Summer",TRUE,3.67,18.35,24,"",TRUE
4115,912,32,9,2023-01-30,TRUE,50,"Raspberry","All Seasons",TRUE,12.49,112.41,49,"Unknown",TRUE
4116,936,30,1,2023-01-07,TRUE,-2,"Lychee","All Seasons",TRUE,1.21,1.21,77,"Urban - High Density",TRUE
4117,1882,20,9,2023-12-24,TRUE,7,"Corn","All Seasons",TRUE,12.25,110.25,38,"",FALSE
4118,1415,50,0,2023-07-11,TRUE,2,"Sweet Potato","Unknown",FALSE,1.01,0,68,"Urban - High Density",FALSE
4119,1299,16,5,2023-10-18,FALSE,1,"Chestnut","Summer",TRUE,3.39,16.95,54,"Urban - Medium Density",TRUE
4120,645,47,5,2023-09-13,TRUE,50,"Mango","Summer",FALSE,2.32,11.6,73,"Rural",TRUE
4121,348,43,6,2023-12-18,TRUE,50,"Pear","Unknown",TRUE,4.62,27.72,44,"Urban - High Density",FALSE
4122,1886,8,8,2023-07-12,TRUE,2,"Garlic","Winter",TRUE,3.66,29.28,66,"Urban - High Density",FALSE
4123,1476,50,0,2023-10-26,TRUE,1,"Sweet Potato","Unknown",FALSE,1.01,0,23,"Rural",NA
4124,1283,37,9,2023-10-30,TRUE,7,"Radish","Unknown",TRUE,7.32,65.88,37,"Urban - High Density",FALSE
4125,315,2,10,2023-11-02,TRUE,5,"Grape","Unknown",TRUE,10.56,105.6,78,"Urban - High Density",FALSE
4126,1191,48,7,2023-01-24,TRUE,5,"Blueberry","Winter",TRUE,0.78,5.46,31,"Urban - Medium Density",FALSE
4127,580,4,2,2023-05-16,TRUE,6,"Watermelon","Unknown",TRUE,12.08,24.16,23,"Urban - Medium Density",TRUE
4128,1033,25,4,2023-03-15,TRUE,50,"Broccoli","All Seasons",TRUE,3.11,12.44,44,"Urban - High Density",TRUE
4129,991,17,1,2023-04-01,TRUE,3,"Pea","All Seasons",TRUE,-2.07,-2.07,77,"Urban - High Density",TRUE
4130,1703,34,1,2023-07-05,TRUE,4,"Celery","Winter",TRUE,5.77,5.77,47,"Urban - High Density",FALSE
4131,1013,43,0,2023-06-16,TRUE,1,"Pear","Unknown",TRUE,4.62,0,80,"Urban - Medium Density",TRUE
4132,906,16,-3,2023-08-27,TRUE,6,"Chestnut","Summer",TRUE,3.39,-10.17,32,"Urban - Medium Density",TRUE
4133,883,31,6,2023-10-27,TRUE,2,"Chestnut","All Seasons",NA,0.13,0.78,39,"Urban - High Density",FALSE
4134,131,8,0,2023-02-11,TRUE,6,"Garlic","Winter",TRUE,3.66,0,72,"Urban - High Density",FALSE
4135,972,9,6,2023-12-16,TRUE,1,"Onion","Unknown",TRUE,5.01,30.06,23,"Urban - Medium Density",TRUE
4136,1809,33,-3,2023-04-10,TRUE,1,"Banana","All Seasons",TRUE,13.25,-39.75,71,"Urban - High Density",FALSE
4137,1386,43,7,2023-04-24,TRUE,7,"Pear","Unknown",TRUE,4.62,32.34,80,"Rural",TRUE
4138,817,31,7,2023-05-12,TRUE,7,"Chestnut","All Seasons",NA,0.13,0.91,37,"Rural",FALSE
4139,552,13,1,2023-12-24,TRUE,5,"Cucumber","All Seasons",NA,8.17,8.17,26,"Urban - High Density",FALSE
4140,1909,1,3,2023-07-29,TRUE,3,"Strawberry","Unknown",TRUE,4.42,13.26,26,"Unknown",NA
4141,79,45,-3,2023-12-12,TRUE,50,"Apricot","All Seasons",TRUE,7.43,-22.29,20,"Unknown",TRUE
4142,1079,2,9,2023-06-24,TRUE,3,"Grape","Unknown",TRUE,10.56,95.04,52,"Urban - Medium Density",TRUE
4143,417,19,4,2023-06-17,TRUE,4,"Banana","Winter",TRUE,-0.17,-0.68,63,"Urban - High Density",TRUE
4144,425,32,-3,2023-09-28,TRUE,4,"Raspberry","All Seasons",TRUE,12.49,-37.47,48,"Urban - High Density",TRUE
4145,1785,7,5,2023-06-26,TRUE,6,"Lettuce","Unknown",TRUE,8.68,43.4,59,"Urban - High Density",TRUE
4146,363,48,7,2023-05-08,TRUE,3,"Blueberry","Winter",TRUE,0.78,5.46,76,"Urban - High Density",TRUE
4147,1310,32,9,2023-10-10,TRUE,3,"Raspberry","All Seasons",TRUE,12.49,112.41,120,"Urban - High Density",TRUE
4148,1683,48,9,2023-05-06,TRUE,50,"Blueberry","Winter",TRUE,0.78,7.02,34,"Urban - High Density",FALSE
4149,356,48,7,2023-05-17,TRUE,4,"Blueberry","Winter",TRUE,0.78,5.46,49,"Urban - Medium Density",TRUE
4150,1383,37,5,2023-02-04,TRUE,4,"Radish","Unknown",TRUE,7.32,36.6,27,"Urban - High Density",TRUE
4151,463,23,5,2023-05-25,TRUE,4,"Corn","Winter",FALSE,1.53,7.65,74,"Urban - High Density",FALSE
4152,897,13,5,2023-09-24,TRUE,50,"Cucumber","All Seasons",NA,8.17,40.85,66,"Urban - High Density",FALSE
4153,994,7,5,2023-11-23,TRUE,2,"Lettuce","Unknown",TRUE,8.68,43.4,39,"Urban - High Density",TRUE
4154,581,13,1,2023-10-29,TRUE,7,"Cucumber","All Seasons",NA,8.17,8.17,35,"Urban - High Density",TRUE
4155,1542,10,5,2023-07-16,TRUE,1,"Blueberry","Summer",FALSE,4.44,22.2,50,"Urban - Medium Density",TRUE
4156,379,20,9,2023-01-23,TRUE,4,"Corn","All Seasons",TRUE,12.25,110.25,38,"Rural",FALSE
4157,1069,40,3,2023-02-04,TRUE,1,"Orange","Winter",FALSE,3.87,11.61,5,"Rural",FALSE
4158,938,37,4,2023-04-04,TRUE,3,"Radish","Unknown",TRUE,7.32,29.28,77,"Urban - High Density",FALSE
4159,1538,36,0,2023-01-22,TRUE,5,"Raspberry","Summer",TRUE,5.87,0,74,"Urban - High Density",TRUE
4160,222,36,7,2023-05-14,TRUE,50,"Raspberry","Summer",TRUE,5.87,41.09,55,"Urban - Medium Density",FALSE
4161,1429,8,-3,2023-01-26,TRUE,4,"Garlic","Winter",TRUE,3.66,-10.98,71,"Urban - High Density",TRUE
4162,554,30,2,2023-06-05,TRUE,4,"Lychee","All Seasons",TRUE,1.21,2.42,69,"Urban - Medium Density",TRUE
4163,509,33,5,2023-01-09,TRUE,4,"Banana","All Seasons",TRUE,13.25,66.25,33,"Urban - High Density",TRUE
4164,97,28,-3,2023-06-25,TRUE,-2,"Raspberry","Unknown",TRUE,14.97,-44.91,63,"Rural",TRUE
4165,630,27,10,2023-05-01,TRUE,5,"Peach","Winter",TRUE,13.88,138.8,49,"Urban - Medium Density",FALSE
4166,498,27,5,2023-09-17,TRUE,50,"Peach","Winter",TRUE,13.88,69.4,32,"Urban - High Density",TRUE
4167,1207,37,10,2023-02-07,FALSE,7,"Radish","Unknown",TRUE,7.32,73.2,40,"",FALSE
4168,1339,11,10,2023-08-15,TRUE,3,"Strawberry","Summer",TRUE,5.35,53.5,72,"Urban - Medium Density",TRUE
4169,700,39,5,2023-10-15,TRUE,4,"Mango","All Seasons",TRUE,10.84,54.2,32,"Urban - Medium Density",FALSE
4170,1249,22,4,2023-06-11,TRUE,1,"Green Bean","All Seasons",FALSE,-4.21,-16.84,55,"Urban - High Density",TRUE
4171,1704,4,6,2023-01-19,TRUE,1,"Watermelon","Unknown",TRUE,12.08,72.48,38,"Urban - High Density",TRUE
4172,625,28,8,2023-07-06,TRUE,-2,"Raspberry","Unknown",TRUE,14.97,119.76,78,"Urban - High Density",NA
4173,133,41,7,2023-11-02,TRUE,-2,"Strawberry","Summer",TRUE,4.94,34.58,25,"Urban - Medium Density",TRUE
4174,793,45,4,2023-06-12,TRUE,2,"Apricot","All Seasons",TRUE,7.43,29.72,29,"Urban - Medium Density",FALSE
4175,256,41,5,2023-03-01,TRUE,4,"Strawberry","Summer",TRUE,4.94,24.7,48,"Rural",FALSE
4176,263,43,10,2023-03-03,TRUE,3,"Pear","Unknown",TRUE,4.62,46.2,74,"Urban - High Density",TRUE
4177,1517,17,4,2023-05-25,TRUE,4,"Pea","All Seasons",TRUE,-2.07,-8.28,34,"Urban - High Density",TRUE
4178,519,21,0,2023-06-11,TRUE,2,"Sweet Potato","All Seasons",TRUE,12.3,0,44,"Urban - Medium Density",TRUE
4179,245,22,0,2023-04-16,TRUE,5,"Green Bean","All Seasons",FALSE,-4.21,0,27,"Urban - High Density",TRUE
4180,1981,8,6,2023-11-27,TRUE,3,"Garlic","Winter",TRUE,3.66,21.96,55,"Unknown",TRUE
4181,818,44,3,2023-05-31,TRUE,-2,"Apple","Summer",TRUE,9.24,27.72,35,"Urban - High Density",FALSE
4182,450,3,1,2023-03-05,TRUE,5,"Raspberry","Unknown",FALSE,10.26,10.26,76,"Urban - High Density",NA
4183,11,13,7,2023-12-23,TRUE,1,"Cucumber","All Seasons",NA,8.17,57.19,41,"Urban - High Density",TRUE
4184,1747,1,10,2023-12-18,TRUE,5,"Strawberry","Unknown",TRUE,4.42,44.2,79,"Urban - High Density",TRUE
4185,1329,2,1,NA,TRUE,7,"Grape","Unknown",TRUE,10.56,10.56,75,"Rural",TRUE
4186,1098,21,5,2023-08-29,TRUE,3,"Sweet Potato","All Seasons",TRUE,12.3,61.5,72,"Urban - High Density",TRUE
4187,520,26,5,2023-01-14,TRUE,4,"Mango","Summer",TRUE,-1.79,-8.95,51,"Urban - Medium Density",TRUE
4188,862,37,3,2023-07-07,TRUE,-2,"Radish","Unknown",TRUE,7.32,21.96,33,"Urban - Medium Density",TRUE
4189,1925,38,7,2023-05-17,TRUE,50,"Apricot","Summer",TRUE,8.8,61.6,67,"Unknown",TRUE
4190,1709,42,6,2023-11-24,TRUE,6,"Pomegranate","Winter",TRUE,10.95,65.7,25,"Urban - High Density",FALSE
4191,1488,48,5,2023-06-22,TRUE,5,"Blueberry","Winter",TRUE,0.78,3.9,67,"Urban - High Density",FALSE
4192,1871,48,-3,2023-04-03,TRUE,-2,"Blueberry","Winter",TRUE,0.78,-2.34,75,"Rural",FALSE
4193,338,44,5,2023-11-29,TRUE,-2,"Apple","Summer",TRUE,9.24,46.2,74,"Rural",FALSE
4194,653,11,4,2023-09-30,TRUE,6,"Strawberry","Summer",TRUE,5.35,21.4,5,"Urban - Medium Density",FALSE
4195,584,50,9,2023-08-16,TRUE,5,"Sweet Potato","Unknown",FALSE,1.01,9.09,24,"Urban - High Density",TRUE
4196,174,46,10,2023-05-30,TRUE,7,"Chestnut","All Seasons",TRUE,-4.08,-40.8,46,"Urban - High Density",TRUE
4197,757,41,0,2023-05-27,TRUE,5,"Strawberry","Summer",TRUE,4.94,0,50,"Urban - High Density",FALSE
4198,615,5,7,2023-11-21,TRUE,3,"Apricot","Summer",FALSE,10.18,71.26,69,"Urban - Medium Density",TRUE
4199,1392,4,6,2023-12-29,TRUE,7,"Watermelon","Unknown",TRUE,12.08,72.48,41,"Rural",TRUE
4200,153,22,8,2023-05-13,TRUE,3,"Green Bean","All Seasons",FALSE,-4.21,-33.68,22,"Urban - High Density",TRUE
4201,1863,33,5,2023-09-22,TRUE,4,"Banana","All Seasons",TRUE,13.25,66.25,77,"Rural",TRUE
4202,1227,39,7,2023-03-17,NA,7,"Mango","All Seasons",TRUE,10.84,75.88,43,"Urban - High Density",FALSE
4203,254,1,0,2023-04-19,TRUE,6,"Strawberry","Unknown",TRUE,4.42,0,74,"Urban - Medium Density",FALSE
4204,1197,30,10,2023-02-12,TRUE,4,"Lychee","All Seasons",TRUE,1.21,12.1,34,"Urban - High Density",FALSE
4205,1899,41,2,2023-01-09,TRUE,4,"Strawberry","Summer",TRUE,4.94,9.88,26,"Urban - High Density",TRUE
4206,1600,31,1,2023-11-16,TRUE,7,"Chestnut","All Seasons",NA,0.13,0.13,76,"Unknown",TRUE
4207,1486,27,10,2023-06-24,FALSE,2,"Peach","Winter",TRUE,13.88,138.8,52,"Urban - High Density",TRUE
4208,1226,18,6,2023-08-14,TRUE,7,"Apple","All Seasons",TRUE,14.07,84.42,25,"Urban - High Density",NA
4209,460,23,4,2023-01-15,TRUE,50,"Corn","Winter",FALSE,1.53,6.12,75,"Urban - High Density",TRUE
4210,174,7,8,2023-10-25,TRUE,1,"Lettuce","Unknown",TRUE,8.68,69.44,46,"Urban - High Density",TRUE
4211,1089,50,2,2023-12-29,TRUE,5,"Sweet Potato","Unknown",FALSE,1.01,2.02,75,"Urban - High Density",TRUE
4212,86,21,10,2023-12-10,TRUE,1,"Sweet Potato","All Seasons",TRUE,12.3,123,54,"Urban - High Density",FALSE
4213,1237,8,5,2023-08-03,TRUE,7,"Garlic","Winter",TRUE,3.66,18.3,46,"Urban - High Density",TRUE
4214,1897,46,2,2023-09-18,TRUE,5,"Chestnut","All Seasons",TRUE,-4.08,-8.16,49,"Urban - High Density",TRUE
4215,79,4,10,2023-02-09,TRUE,50,"Watermelon","Unknown",TRUE,12.08,120.8,20,"Unknown",TRUE
4216,790,36,0,2023-11-19,TRUE,5,"Raspberry","Summer",TRUE,5.87,0,77,"Unknown",TRUE
4217,380,21,2,2023-12-02,TRUE,3,"Sweet Potato","All Seasons",TRUE,12.3,24.6,60,"Urban - High Density",FALSE
4218,647,16,10,2023-03-25,TRUE,6,"Chestnut","Summer",TRUE,3.39,33.9,54,"Urban - Medium Density",TRUE
4219,664,9,0,2023-04-16,TRUE,1,"Onion","Unknown",TRUE,5.01,0,51,"Urban - High Density",FALSE
4220,1949,42,8,2023-10-28,FALSE,5,"Pomegranate","Winter",TRUE,10.95,87.6,36,"",FALSE
4221,1814,12,8,2023-07-24,TRUE,1,"Banana","All Seasons",TRUE,10.29,82.32,54,"Urban - Medium Density",TRUE
4222,1185,27,3,2023-05-26,TRUE,5,"Peach","Winter",TRUE,13.88,41.64,29,"Urban - High Density",TRUE
4223,1457,13,1,2023-01-01,TRUE,5,"Cucumber","All Seasons",NA,8.17,8.17,30,"Urban - Medium Density",FALSE
4224,873,7,8,2024-01-01,TRUE,5,"Lettuce","Unknown",TRUE,8.68,69.44,41,"Urban - High Density",FALSE
4225,1784,33,9,2023-08-10,TRUE,4,"Banana","All Seasons",TRUE,13.25,119.25,25,"Urban - Medium Density",FALSE
4226,45,29,-3,2023-02-27,TRUE,7,"Orange","Summer",FALSE,9.07,-27.21,19,"Urban - Medium Density",TRUE
4227,437,20,-3,2023-09-20,TRUE,4,"Corn","All Seasons",TRUE,12.25,-36.75,56,"Urban - High Density",NA
4228,1580,39,0,2023-06-29,TRUE,4,"Mango","All Seasons",TRUE,10.84,0,18,"Rural",FALSE
4229,1648,41,9,2023-08-18,TRUE,5,"Strawberry","Summer",TRUE,4.94,44.46,34,"Rural",FALSE
4230,1160,29,8,2023-08-27,TRUE,50,"Orange","Summer",FALSE,9.07,72.56,56,"",TRUE
4231,1596,50,8,2023-11-22,TRUE,7,"Sweet Potato","Unknown",FALSE,1.01,8.08,39,"Urban - Medium Density",TRUE
4232,555,25,1,2023-09-06,TRUE,1,"Broccoli","All Seasons",TRUE,3.11,3.11,29,"Urban - Medium Density",NA
4233,1992,23,3,2023-11-22,TRUE,50,"Corn","Winter",FALSE,1.53,4.59,30,"Rural",TRUE
4234,1507,17,4,2024-01-01,TRUE,50,"Pea","All Seasons",TRUE,-2.07,-8.28,25,"Urban - High Density",TRUE
4235,1848,49,8,2023-12-30,TRUE,7,"Cherry","Summer",NA,1.84,14.72,41,"Urban - Medium Density",TRUE
4236,1762,46,9,2023-12-03,TRUE,5,"Chestnut","All Seasons",TRUE,-4.08,-36.72,19,"Urban - High Density",TRUE
4237,1049,8,10,2023-05-24,TRUE,6,"Garlic","Winter",TRUE,3.66,36.6,70,"Urban - High Density",TRUE
4238,308,45,8,2023-12-12,TRUE,5,"Apricot","All Seasons",TRUE,7.43,59.44,45,"Urban - Medium Density",TRUE
4239,346,44,8,2023-06-18,FALSE,3,"Apple","Summer",TRUE,9.24,73.92,19,"Urban - Medium Density",FALSE
4240,539,22,8,2023-07-10,TRUE,50,"Green Bean","All Seasons",FALSE,-4.21,-33.68,33,"Urban - High Density",TRUE
4241,997,42,10,2023-02-23,TRUE,2,"Pomegranate","Winter",TRUE,10.95,109.5,39,"Urban - High Density",TRUE
4242,1786,36,5,2023-05-22,TRUE,-2,"Raspberry","Summer",TRUE,5.87,29.35,76,"Rural",TRUE
4243,509,16,-3,2023-01-02,TRUE,5,"Chestnut","Summer",TRUE,3.39,-10.17,33,"Urban - High Density",TRUE
4244,840,7,5,2023-10-28,TRUE,4,"Lettuce","Unknown",TRUE,8.68,43.4,63,"Rural",FALSE
4245,607,35,0,2023-10-29,TRUE,7,"Hazelnut","All Seasons",TRUE,6.96,0,20,"Rural",TRUE
4246,128,6,9,2023-11-24,TRUE,-2,"Walnut","Summer",TRUE,-3.25,-29.25,38,"Urban - High Density",FALSE
4247,55,7,0,2023-11-04,TRUE,1,"Lettuce","Unknown",TRUE,8.68,0,27,"Urban - High Density",TRUE
4248,1148,46,8,2023-03-16,TRUE,3,"Chestnut","All Seasons",TRUE,-4.08,-32.64,70,"Urban - High Density",TRUE
4249,1050,42,1,2023-10-31,TRUE,1,"Pomegranate","Winter",TRUE,10.95,10.95,120,"Rural",FALSE
4250,1209,44,-3,2023-05-12,TRUE,5,"Apple","Summer",TRUE,9.24,-27.72,75,"Urban - Medium Density",TRUE
4251,1463,7,5,2023-02-21,TRUE,5,"Lettuce","Unknown",TRUE,8.68,43.4,76,"Rural",TRUE
4252,44,33,6,2023-08-22,TRUE,50,"Banana","All Seasons",TRUE,13.25,79.5,49,"Urban - Medium Density",TRUE
4253,681,46,10,2023-07-25,TRUE,2,"Chestnut","All Seasons",TRUE,-4.08,-40.8,50,"Urban - Medium Density",TRUE
4254,1445,33,2,2023-07-16,TRUE,1,"Banana","All Seasons",TRUE,13.25,26.5,24,"Urban - High Density",FALSE
4255,1660,31,9,2023-03-22,TRUE,-2,"Chestnut","All Seasons",NA,0.13,1.17,67,"Urban - Medium Density",FALSE
4256,718,33,6,2023-07-23,TRUE,50,"Banana","All Seasons",TRUE,13.25,79.5,55,"Urban - Medium Density",FALSE
4257,1619,3,9,2023-03-19,TRUE,5,"Raspberry","Unknown",FALSE,10.26,92.34,26,"Urban - Medium Density",TRUE
4258,1304,46,8,2023-04-18,TRUE,7,"Chestnut","All Seasons",TRUE,-4.08,-32.64,70,"Urban - High Density",TRUE
4259,702,36,1,2023-12-01,TRUE,5,"Raspberry","Summer",TRUE,5.87,5.87,50,"Urban - High Density",TRUE
4260,889,2,3,2023-01-07,TRUE,6,"Grape","Unknown",TRUE,10.56,31.68,52,"Urban - Medium Density",FALSE
4261,1213,43,0,2023-02-18,TRUE,1,"Pear","Unknown",TRUE,4.62,0,30,"Rural",FALSE
4262,1786,43,3,2023-08-28,TRUE,3,"Pear","Unknown",TRUE,4.62,13.86,76,"Rural",TRUE
4263,594,9,6,2023-10-28,TRUE,7,"Onion","Unknown",TRUE,5.01,30.06,51,"Rural",FALSE
4264,1591,23,9,2023-08-16,FALSE,-2,"Corn","Winter",FALSE,1.53,13.77,28,"Urban - High Density",TRUE
4265,186,26,6,2023-08-06,TRUE,-2,"Mango","Summer",TRUE,-1.79,-10.74,64,"Urban - High Density",NA
4266,1915,4,6,2023-11-27,TRUE,6,"Watermelon","Unknown",TRUE,12.08,72.48,80,"Urban - Medium Density",NA
4267,723,11,5,2023-02-13,FALSE,6,"Strawberry","Summer",TRUE,5.35,26.75,38,"Urban - High Density",FALSE
4268,1911,3,-3,2023-04-01,TRUE,4,"Raspberry","Unknown",FALSE,10.26,-30.78,50,"Urban - Medium Density",TRUE
4269,87,46,5,2023-03-17,TRUE,6,"Chestnut","All Seasons",TRUE,-4.08,-20.4,69,"Urban - Medium Density",TRUE
4270,150,47,5,2023-09-23,TRUE,2,"Mango","Summer",FALSE,2.32,11.6,44,"Urban - Medium Density",TRUE
4271,1269,25,4,2023-03-17,NA,3,"Broccoli","All Seasons",TRUE,3.11,12.44,74,"Urban - High Density",FALSE
4272,340,40,-3,2023-02-07,TRUE,3,"Orange","Winter",FALSE,3.87,-11.61,22,"Urban - Medium Density",TRUE
4273,271,46,4,2023-07-24,TRUE,-2,"Chestnut","All Seasons",TRUE,-4.08,-16.32,41,"Rural",FALSE
4274,1833,13,2,2023-01-26,TRUE,-2,"Cucumber","All Seasons",NA,8.17,16.34,30,"Urban - High Density",FALSE
4275,798,21,9,2023-03-08,TRUE,4,"Sweet Potato","All Seasons",TRUE,12.3,110.7,33,"Urban - High Density",FALSE
4276,1038,12,10,2023-09-28,TRUE,5,"Banana","All Seasons",TRUE,10.29,102.9,57,"Unknown",TRUE
4277,1513,49,10,2023-03-11,TRUE,3,"Cherry","Summer",NA,1.84,18.4,43,"Urban - High Density",TRUE
4278,204,36,2,2023-05-28,FALSE,3,"Raspberry","Summer",TRUE,5.87,11.74,76,"Urban - Medium Density",TRUE
4279,912,38,1,2023-05-03,TRUE,50,"Apricot","Summer",TRUE,8.8,8.8,49,"Unknown",TRUE
4280,1507,10,0,2023-01-16,TRUE,7,"Blueberry","Summer",FALSE,4.44,0,25,"Urban - High Density",TRUE
4281,21,16,4,2023-11-03,TRUE,4,"Chestnut","Summer",TRUE,3.39,13.56,56,"Urban - High Density",FALSE
4282,1770,12,1,2023-04-05,TRUE,7,"Banana","All Seasons",TRUE,10.29,10.29,19,"Urban - High Density",TRUE
4283,1956,20,6,2023-11-17,TRUE,50,"Corn","All Seasons",TRUE,12.25,73.5,78,"Urban - High Density",FALSE
4284,680,30,0,2023-01-26,TRUE,4,"Lychee","All Seasons",TRUE,1.21,0,30,"Urban - High Density",FALSE
4285,104,14,10,2023-10-28,TRUE,2,"Fig","Summer",TRUE,3.67,36.7,74,"Urban - High Density",NA
4286,1296,1,4,2023-05-25,TRUE,-2,"Strawberry","Unknown",TRUE,4.42,17.68,59,"Urban - High Density",TRUE
4287,1379,2,8,2023-08-28,TRUE,1,"Grape","Unknown",TRUE,10.56,84.48,76,"Urban - Medium Density",FALSE
4288,426,1,-3,2023-12-24,FALSE,1,"Strawberry","Unknown",TRUE,4.42,-13.26,61,"Urban - High Density",FALSE
4289,445,13,8,2023-02-16,TRUE,7,"Cucumber","All Seasons",NA,8.17,65.36,26,"Urban - Medium Density",FALSE
4290,321,2,3,2023-11-19,TRUE,7,"Grape","Unknown",TRUE,10.56,31.68,74,"Urban - High Density",FALSE
4291,1277,31,8,2023-12-08,TRUE,-2,"Chestnut","All Seasons",NA,0.13,1.04,59,"Urban - High Density",TRUE
4292,879,44,5,2023-06-15,TRUE,3,"Apple","Summer",TRUE,9.24,46.2,28,"Urban - High Density",TRUE
4293,50,42,-3,2023-05-11,TRUE,6,"Pomegranate","Winter",TRUE,10.95,-32.85,47,"Urban - Medium Density",FALSE
4294,121,30,2,2023-05-15,TRUE,6,"Lychee","All Seasons",TRUE,1.21,2.42,22,"Urban - High Density",TRUE
4295,1641,1,6,2023-12-04,TRUE,2,"Strawberry","Unknown",TRUE,4.42,26.52,50,"Urban - Medium Density",FALSE
4296,1525,24,5,2023-05-23,TRUE,3,"Asparagus","Winter",FALSE,2.01,10.05,61,"Urban - High Density",FALSE
4297,867,12,10,2023-09-15,TRUE,3,"Banana","All Seasons",TRUE,10.29,102.9,46,"Urban - High Density",FALSE
4298,1253,29,7,2023-11-16,TRUE,3,"Orange","Summer",FALSE,9.07,63.49,75,"Rural",TRUE
4299,1633,32,10,2023-12-31,TRUE,50,"Raspberry","All Seasons",TRUE,12.49,124.9,47,"Urban - High Density",FALSE
4300,1706,10,3,2023-05-02,TRUE,5,"Blueberry","Summer",FALSE,4.44,13.32,73,"Urban - High Density",TRUE
4301,1158,50,6,2023-11-06,TRUE,5,"Sweet Potato","Unknown",FALSE,1.01,6.06,69,"Urban - Medium Density",FALSE
4302,1504,3,3,2023-07-25,TRUE,4,"Raspberry","Unknown",FALSE,10.26,30.78,70,"Urban - Medium Density",FALSE
4303,771,8,-3,2023-09-26,TRUE,50,"Garlic","Winter",TRUE,3.66,-10.98,64,"Urban - Medium Density",TRUE
